رقم الطريق,اسم الطريق عربي,اتجاه الطريق عربي,اتجاه الطريق انجليزي,التصنيف الهندسي للطريق عربي,التصنيف الهندسي للطريق انجليزي,ملكية الطريق عربي,ملكية الطريق انجليزي,التصنيف الوظيفي للطريق عربي,التصنيف الوظيفي للطريق انجليزي,حالة الطريق عربي,حالة الطريق انجليزي,الطول الهندسي الطريق,المنطقة
50,الدوادمي - المجمعة,رئيسي,Main,مزدوج,Double,وزارة الشؤون البلدية إلى وزارة النقل,MOMRA TO MOT,رئيسي,Main Road,تحت الصيانة,Under Maintenance,1.2012297393879325,الرياض
50,الدوادمي - المجمعة,رئيسي,Main,مزدوج,Double,وزارة النقل,MOT,رئيسي,Main Road,تحت الصيانة,Under Maintenance,1.6867950255760848,الرياض
50,-999,رئيسي,Main,مزدوج,Double,وزارة النقل,MOT,رئيسي,Main Road,تحت الصيانة,Under Maintenance,0.4926289336842555,الرياض
50,الدوادمي - المجمعة,رئيسي,Main,مزدوج,Double,وزارة النقل,MOT,رئيسي,Main Road,تحت الصيانة,Under Maintenance,0.24649115793591506,الرياض
50,-999,رئيسي,Main,مزدوج,Double,وزارة النقل,MOT,رئيسي,Main Road,تحت الصيانة,Under Maintenance,0.33577998085327604,الرياض
66,طريق حائل / رفحاء,رئيسي,Main,مزدوج,Double,وزارة النقل,MOT,رئيسي,Main Road,تحت التنفيذ,Under Construction,82.15871919159595,حائل
15,-999,مخرج,Ramp,مخرج او دوار,Exit or Roundabout,وزارة النقل,MOT,رئيسي,Main Road,تحت الصيانة,Under Maintenance,0.07937731483803466,المدينة المنورة
15,-999,مخرج,Ramp,مخرج او دوار,Exit or Roundabout,وزارة النقل,MOT,رئيسي,Main Road,تحت الصيانة,Under Maintenance,0.10271500674888794,المدينة المنورة
15,-999,مخرج,Ramp,مخرج او دوار,Exit or Roundabout,وزارة النقل,MOT,رئيسي,Main Road,تحت الصيانة,Under Maintenance,0.1000404456943553,المدينة المنورة
15,-999,مخرج,Ramp,مخرج او دوار,Exit or Roundabout,وزارة النقل,MOT,رئيسي,Main Road,تحت الصيانة,Under Maintenance,0.17861807110682693,المدينة المنورة
5,-999,مخرج,Ramp,مخرج او دوار,Exit or Roundabout,وزارة النقل,MOT,رئيسي,Main Road,تحت الصيانة,Under Maintenance,0.14264061144843926,مكة المكرمة
5,-999,مخرج,Ramp,مخرج او دوار,Exit or Roundabout,وزارة النقل,MOT,رئيسي,Main Road,تحت الصيانة,Under Maintenance,0.29288400100532036,مكة المكرمة
15,-999,مخرج,Ramp,مخرج او دوار,Exit or Roundabout,وزارة النقل,MOT,رئيسي,Main Road,تحت الصيانة,Under Maintenance,0.6089987579560147,مكة المكرمة
60,-999,مخرج,Ramp,مخرج او دوار,Exit or Roundabout,وزارة النقل,MOT,رئيسي,Main Road,تحت الصيانة,Under Maintenance,0.25503309938198,القصيم
565,-999,مخرج,Ramp,مخرج او دوار,Exit or Roundabout,وزارة النقل,MOT,ثانوي,Arterial,تحت الصيانة,Under Maintenance,0.032894418563829145,الرياض
565,-999,مخرج,Ramp,مخرج او دوار,Exit or Roundabout,وزارة النقل,MOT,ثانوي,Arterial,تحت الصيانة,Under Maintenance,0.029310009120593842,الرياض
535,-999,مخرج,Ramp,مخرج او دوار,Exit or Roundabout,وزارة النقل,MOT,ثانوي,Arterial,تحت الصيانة,Under Maintenance,0.02290595707457882,الرياض
509,'طريق الحائر / حوطة بن تميم,رئيسي,Main,مزدوج,Double,وزارة النقل,MOT,ثانوي,Arterial,تحت الصيانة,Under Maintenance,2.1900907178102735,الرياض
509,-999,مخرج,Ramp,مخرج او دوار,Exit or Roundabout,وزارة النقل,MOT,ثانوي,Arterial,تحت الصيانة,Under Maintenance,0.738047070088222,الرياض
509,-999,مخرج,Ramp,مخرج او دوار,Exit or Roundabout,وزارة النقل,MOT,ثانوي,Arterial,تحت الصيانة,Under Maintenance,1.7194663884312855,الرياض
509,'طريق الحائر / حوطة بن تميم,رئيسي,Main,مزدوج,Double,وزارة النقل,MOT,ثانوي,Arterial,تحت الصيانة,Under Maintenance,63.93023621914754,الرياض
10,-999,مخرج,Ramp,مخرج او دوار,Exit or Roundabout,وزارة النقل,MOT,رئيسي,Main Road,تحت الصيانة,Under Maintenance,1.1983017236760398,الرياض
10,-999,مخرج,Ramp,مخرج او دوار,Exit or Roundabout,وزارة النقل,MOT,رئيسي,Main Road,تحت الصيانة,Under Maintenance,0.8662629289367563,الرياض
509,'طريق الحائر / حوطة بن تميم,رئيسي,Main,مزدوج,Double,وزارة النقل,MOT,ثانوي,Arterial,تحت الصيانة,Under Maintenance,8.803412254571986,الرياض
509,'طريق الحائر / حوطة بن تميم,رئيسي,Main,مزدوج,Double,وزارة النقل,MOT,ثانوي,Arterial,تحت الصيانة,Under Maintenance,11.743052562448755,الرياض
509,'طريق الحائر / حوطة بن تميم,رئيسي,Main,مزدوج,Double,وزارة النقل,MOT,ثانوي,Arterial,تحت الصيانة,Under Maintenance,11.171242435171788,الرياض
546,طريق الدرعيه - صلبوخ,رئيسي,Main,مزدوج,Double,وزارة النقل,MOT,ثانوي,Arterial,تحت الصيانة,Under Maintenance,8.185032628309868,الرياض
546,طريق حريملاء,رئيسي,Main,مزدوج,Double,وزارة الشؤون البلدية إلى وزارة النقل,MOMRA TO MOT,ثانوي,Arterial,تحت الصيانة,Under Maintenance,2.511350250638577,الرياض
546,طريق حريملاء,رئيسي,Main,مزدوج,Double,وزارة الشؤون البلدية إلى وزارة النقل,MOMRA TO MOT,ثانوي,Arterial,تحت الصيانة,Under Maintenance,3.385988985913898,الرياض
546,طريق حريملاء,رئيسي,Main,مزدوج,Double,وزارة الشؤون البلدية إلى وزارة النقل,MOMRA TO MOT,ثانوي,Arterial,تحت الصيانة,Under Maintenance,1.0015788337674392,الرياض
546,طريق حريملاء,رئيسي,Main,مزدوج,Double,وزارة النقل,MOT,ثانوي,Arterial,تحت الصيانة,Under Maintenance,6.228232766420484,الرياض
546,طريق حريملاء,رئيسي,Main,مزدوج,Double,وزارة الشؤون البلدية إلى وزارة النقل,MOMRA TO MOT,ثانوي,Arterial,تحت الصيانة,Under Maintenance,0.45810805360241874,الرياض
546,طريق حريملاء,رئيسي,Main,مزدوج,Double,وزارة النقل,MOT,ثانوي,Arterial,تحت الصيانة,Under Maintenance,5.117013698807446,الرياض
546,طريق حريملاء,رئيسي,Main,مزدوج,Double,وزارة النقل,MOT,ثانوي,Arterial,تحت الصيانة,Under Maintenance,3.144491026342581,الرياض
546,-999,رئيسي,Main,مزدوج,Double,وزارة النقل,MOT,ثانوي,Arterial,تحت الصيانة,Under Maintenance,11.908207657279615,الرياض
546,-999,رئيسي,Main,مزدوج,Double,وزارة النقل,MOT,ثانوي,Arterial,تحت الصيانة,Under Maintenance,6.6143338887062875,الرياض
546,طريق الدرعيه - صلبوخ,رئيسي,Main,مزدوج,Double,وزارة النقل,MOT,ثانوي,Arterial,تحت الصيانة,Under Maintenance,3.908943120733562,الرياض
546,طريق الدرعيه - صلبوخ,رئيسي,Main,مزدوج,Double,وزارة النقل,MOT,ثانوي,Arterial,تحت الصيانة,Under Maintenance,6.085013918371148,الرياض
546,طريق الدرعيه - صلبوخ,رئيسي,Main,مزدوج,Double,وزارة النقل,MOT,ثانوي,Arterial,تحت الصيانة,Under Maintenance,11.809917387981066,الرياض
546,طريق الدرعيه - صلبوخ,رئيسي,Main,مزدوج,Double,وزارة النقل,MOT,ثانوي,Arterial,تحت الصيانة,Under Maintenance,2.5562790682587173,الرياض
546,-999,رئيسي,Main,مزدوج,Double,وزارة النقل,MOT,ثانوي,Arterial,تحت الصيانة,Under Maintenance,10.987172442618254,الرياض
546,طريق الدرعيه - صلبوخ,رئيسي,Main,مزدوج,Double,وزارة الشؤون البلدية إلى وزارة النقل,MOMRA TO MOT,ثانوي,Arterial,تحت الصيانة,Under Maintenance,2.0366814364169086,الرياض
535,-999,مخرج,Ramp,مخرج او دوار,Exit or Roundabout,وزارة النقل,MOT,ثانوي,Arterial,تحت الصيانة,Under Maintenance,0.040988441685965354,الرياض
535,-999,مخرج,Ramp,مخرج او دوار,Exit or Roundabout,وزارة النقل,MOT,ثانوي,Arterial,تحت الصيانة,Under Maintenance,0.040750363689866294,الرياض
535,-999,مخرج,Ramp,مخرج او دوار,Exit or Roundabout,وزارة النقل,MOT,ثانوي,Arterial,تحت الصيانة,Under Maintenance,0.06929302146498843,الرياض
535,-999,مخرج,Ramp,مخرج او دوار,Exit or Roundabout,وزارة النقل,MOT,ثانوي,Arterial,تحت الصيانة,Under Maintenance,0.03963669566708667,الرياض
535,-999,مخرج,Ramp,مخرج او دوار,Exit or Roundabout,وزارة النقل,MOT,ثانوي,Arterial,تحت الصيانة,Under Maintenance,0.032114083249595006,الرياض
535,-999,مخرج,Ramp,مخرج او دوار,Exit or Roundabout,وزارة النقل,MOT,ثانوي,Arterial,تحت الصيانة,Under Maintenance,0.029409346115554513,الرياض
535,-999,مخرج,Ramp,مخرج او دوار,Exit or Roundabout,وزارة النقل,MOT,ثانوي,Arterial,تحت الصيانة,Under Maintenance,0.027514925083610413,الرياض
535,-999,مخرج,Ramp,مخرج او دوار,Exit or Roundabout,وزارة النقل,MOT,ثانوي,Arterial,تحت الصيانة,Under Maintenance,0.047862815737127605,الرياض
535,-999,مخرج,Ramp,مخرج او دوار,Exit or Roundabout,وزارة النقل,MOT,ثانوي,Arterial,تحت الصيانة,Under Maintenance,0.05290908050977862,الرياض
535,-999,مخرج,Ramp,مخرج او دوار,Exit or Roundabout,وزارة النقل,MOT,ثانوي,Arterial,تحت الصيانة,Under Maintenance,0.04180797698485893,الرياض
535,-999,مخرج,Ramp,مخرج او دوار,Exit or Roundabout,وزارة النقل,MOT,ثانوي,Arterial,تحت الصيانة,Under Maintenance,0.039720277424461686,الرياض
535,-999,مخرج,Ramp,مخرج او دوار,Exit or Roundabout,وزارة النقل,MOT,ثانوي,Arterial,تحت الصيانة,Under Maintenance,0.11078841700648455,الرياض
535,-999,مخرج,Ramp,مخرج او دوار,Exit or Roundabout,وزارة النقل,MOT,ثانوي,Arterial,تحت الصيانة,Under Maintenance,0.13098883038493148,الرياض
535,طريق الرياض - صلبوخ,رئيسي,Main,مفرد,Single,وزارة النقل,MOT,ثانوي,Arterial,تحت الصيانة,Under Maintenance,19.37851496436576,الرياض
535,طريق الرياض - صلبوخ,رئيسي,Main,مفرد,Single,وزارة النقل,MOT,ثانوي,Arterial,تحت الصيانة,Under Maintenance,7.978861038808641,الرياض
535,طريق الرياض - صلبوخ,رئيسي,Main,مفرد,Single,وزارة النقل,MOT,ثانوي,Arterial,تحت الصيانة,Under Maintenance,2.974625057402663,الرياض
535,طريق الرياض - صلبوخ,رئيسي,Main,مفرد,Single,وزارة النقل,MOT,ثانوي,Arterial,تحت الصيانة,Under Maintenance,10.522788906286873,الرياض
535,طريق الرياض - صلبوخ,رئيسي,Main,مزدوج,Double,وزارة الشؤون البلدية إلى وزارة النقل,MOMRA TO MOT,ثانوي,Arterial,تحت الصيانة,Under Maintenance,4.479703837031021,الرياض
535,المجمعة -  الغاط,رئيسي,Main,مزدوج,Double,وزارة النقل,MOT,ثانوي,Arterial,تحت الصيانة,Under Maintenance,0.34469431893284236,الرياض
535,المجمعة -  الغاط,رئيسي,Main,مفرد,Single,وزارة النقل,MOT,ثانوي,Arterial,تحت الصيانة,Under Maintenance,3.1402805734166863,الرياض
535,المجمعة -  الغاط,رئيسي,Main,مفرد,Single,وزارة النقل,MOT,ثانوي,Arterial,تحت الصيانة,Under Maintenance,4.182235094014211,الرياض
535,المجمعة -  الغاط,رئيسي,Main,مفرد,Single,وزارة النقل,MOT,ثانوي,Arterial,تحت الصيانة,Under Maintenance,1.8666847433722051,الرياض
535,المجمعة -  الغاط,رئيسي,Main,مفرد,Single,وزارة النقل,MOT,ثانوي,Arterial,تحت الصيانة,Under Maintenance,5.233692490305973,الرياض
535,الرياض / القصيم القديم,رئيسي,Main,مزدوج,Double,وزارة النقل,MOT,ثانوي,Arterial,تحت الصيانة,Under Maintenance,2.0013627491140564,الرياض
535,الرياض / القصيم القديم,رئيسي,Main,مزدوج,Double,وزارة النقل,MOT,ثانوي,Arterial,تحت الصيانة,Under Maintenance,2.4483446372391504,الرياض
535,-999,رئيسي,Main,مزدوج,Double,وزارة النقل,MOT,ثانوي,Arterial,تحت الصيانة,Under Maintenance,11.160086089235593,الرياض
535,-999,رئيسي,Main,مزدوج,Double,وزارة النقل,MOT,ثانوي,Arterial,تحت الصيانة,Under Maintenance,5.366050252427462,الرياض
535,-999,رئيسي,Main,مزدوج,Double,وزارة النقل,MOT,ثانوي,Arterial,تحت الصيانة,Under Maintenance,1.956351722031362,الرياض
535,-999,رئيسي,Main,مزدوج,Double,وزارة النقل,MOT,ثانوي,Arterial,تحت الصيانة,Under Maintenance,0.1386401215433787,الرياض
535,-999,رئيسي,Main,مزدوج,Double,وزارة الشؤون البلدية إلى وزارة النقل,MOMRA TO MOT,ثانوي,Arterial,تحت الصيانة,Under Maintenance,1.209014078155274,الرياض
535,الرياض / القصيم القديم,رئيسي,Main,مزدوج,Double,وزارة النقل,MOT,ثانوي,Arterial,تحت الصيانة,Under Maintenance,1.962676387452302,الرياض
535,-999,رئيسي,Main,مزدوج,Double,وزارة النقل,MOT,ثانوي,Arterial,تحت الصيانة,Under Maintenance,0.8079851175622869,الرياض
535,-999,رئيسي,Main,مزدوج,Double,وزارة النقل,MOT,ثانوي,Arterial,تحت الصيانة,Under Maintenance,2.978229278727123,الرياض
535,-999,رئيسي,Main,مزدوج,Double,وزارة النقل,MOT,ثانوي,Arterial,تحت الصيانة,Under Maintenance,1.91145184869365,الرياض
535,الرياض / القصيم القديم,رئيسي,Main,مزدوج,Double,وزارة النقل,MOT,ثانوي,Arterial,تحت الصيانة,Under Maintenance,0.4648042763407038,الرياض
535,-999,رئيسي,Main,مزدوج,Double,وزارة النقل,MOT,ثانوي,Arterial,تحت الصيانة,Under Maintenance,2.4916337753968123,الرياض
535,-999,رئيسي,Main,مزدوج,Double,وزارة النقل,MOT,ثانوي,Arterial,تحت الصيانة,Under Maintenance,0.049038718634550046,الرياض
535,المجمعة -  الغاط,رئيسي,Main,مفرد,Single,وزارة النقل,MOT,ثانوي,Arterial,تحت الصيانة,Under Maintenance,12.327896151699132,الرياض
535,المجمعة -  الغاط,رئيسي,Main,مفرد,Single,وزارة النقل,MOT,ثانوي,Arterial,تحت الصيانة,Under Maintenance,4.272807120029861,الرياض
535,-999,رئيسي,Main,مفرد,Single,وزارة النقل,MOT,ثانوي,Arterial,تحت الصيانة,Under Maintenance,1.6825732501145971,الرياض
535,طريق الرياض - صلبوخ,رئيسي,Main,مفرد,Single,وزارة النقل,MOT,ثانوي,Arterial,تحت الصيانة,Under Maintenance,3.612261660848809,الرياض
535,الرياض / القصيم القديم,رئيسي,Main,مزدوج,Double,وزارة النقل,MOT,ثانوي,Arterial,تحت الصيانة,Under Maintenance,18.30339950639109,الرياض
535,طريق الرياض - صلبوخ,رئيسي,Main,مفرد,Single,وزارة النقل,MOT,ثانوي,Arterial,تحت الصيانة,Under Maintenance,0.4187107767751879,الرياض
535,طريق الرياض - صلبوخ,رئيسي,Main,مفرد,Single,وزارة النقل,MOT,ثانوي,Arterial,تحت الصيانة,Under Maintenance,0.025472356546985788,الرياض
535,طريق الرياض - صلبوخ,رئيسي,Main,مفرد,Single,وزارة النقل,MOT,ثانوي,Arterial,تحت الصيانة,Under Maintenance,8.83033248136892,الرياض
535,المجمعة -  الغاط,رئيسي,Main,مفرد,Single,وزارة النقل,MOT,ثانوي,Arterial,تحت الصيانة,Under Maintenance,0.37554848108262706,الرياض
535,المجمعة -  الغاط,رئيسي,Main,مفرد,Single,وزارة النقل,MOT,ثانوي,Arterial,تحت الصيانة,Under Maintenance,13.07304609222272,الرياض
535,طريق الرياض - صلبوخ,رئيسي,Main,مزدوج,Double,وزارة النقل,MOT,ثانوي,Arterial,تحت الصيانة,Under Maintenance,0.4123669359366147,الرياض
535,طريق الرياض - صلبوخ,رئيسي,Main,مزدوج,Double,وزارة الشؤون البلدية إلى وزارة النقل,MOMRA TO MOT,ثانوي,Arterial,تحت الصيانة,Under Maintenance,0.7684095111362353,الرياض
535,طريق الرياض - صلبوخ,رئيسي,Main,مزدوج,Double,وزارة الشؤون البلدية إلى وزارة النقل,MOMRA TO MOT,ثانوي,Arterial,تحت الصيانة,Under Maintenance,0.7443874972549426,الرياض
535,طريق الرياض - صلبوخ,رئيسي,Main,مفرد,Single,وزارة النقل,MOT,ثانوي,Arterial,تحت الصيانة,Under Maintenance,0.36386621147555337,الرياض
535,-999,مخرج,Ramp,مخرج او دوار,Exit or Roundabout,وزارة النقل,MOT,ثانوي,Arterial,تحت الصيانة,Under Maintenance,0.39288440205732916,الرياض
535,-999,مخرج,Ramp,مخرج او دوار,Exit or Roundabout,وزارة النقل,MOT,ثانوي,Arterial,تحت الصيانة,Under Maintenance,0.0445334307446578,الرياض
535,-999,مخرج,Ramp,مخرج او دوار,Exit or Roundabout,وزارة النقل,MOT,ثانوي,Arterial,تحت الصيانة,Under Maintenance,0.4293615935771282,الرياض
535,-999,مخرج,Ramp,مخرج او دوار,Exit or Roundabout,وزارة النقل,MOT,ثانوي,Arterial,تحت الصيانة,Under Maintenance,0.023908840890594207,الرياض
535,-999,مخرج,Ramp,مخرج او دوار,Exit or Roundabout,وزارة النقل,MOT,ثانوي,Arterial,تحت الصيانة,Under Maintenance,0.5497786956807916,الرياض
535,-999,مخرج,Ramp,مخرج او دوار,Exit or Roundabout,وزارة النقل,MOT,ثانوي,Arterial,تحت الصيانة,Under Maintenance,0.5378562474188777,الرياض
535,طريق الرياض - صلبوخ,رئيسي,Main,مزدوج,Double,وزارة النقل,MOT,ثانوي,Arterial,تحت الصيانة,Under Maintenance,0.7021338702560564,الرياض
535,-999,مخرج,Ramp,مخرج او دوار,Exit or Roundabout,وزارة النقل,MOT,ثانوي,Arterial,تحت الصيانة,Under Maintenance,0.06927152975182549,الرياض
535,-999,مخرج,Ramp,مخرج او دوار,Exit or Roundabout,وزارة النقل,MOT,ثانوي,Arterial,تحت الصيانة,Under Maintenance,0.399592563064719,الرياض
535,-999,مخرج,Ramp,مخرج او دوار,Exit or Roundabout,وزارة النقل,MOT,ثانوي,Arterial,تحت الصيانة,Under Maintenance,0.4802057003620822,الرياض
535,-999,مخرج,Ramp,مخرج او دوار,Exit or Roundabout,وزارة النقل,MOT,ثانوي,Arterial,تحت الصيانة,Under Maintenance,0.062013928337349415,الرياض
535,-999,مخرج,Ramp,مخرج او دوار,Exit or Roundabout,وزارة النقل,MOT,ثانوي,Arterial,تحت الصيانة,Under Maintenance,0.4904283725171493,الرياض
535,-999,مخرج,Ramp,مخرج او دوار,Exit or Roundabout,وزارة النقل,MOT,ثانوي,Arterial,تحت الصيانة,Under Maintenance,0.49933856624685014,الرياض
535,-999,مخرج,Ramp,مخرج او دوار,Exit or Roundabout,وزارة النقل,MOT,ثانوي,Arterial,تحت الصيانة,Under Maintenance,0.5462752138568987,الرياض
535,-999,مخرج,Ramp,مخرج او دوار,Exit or Roundabout,وزارة النقل,MOT,ثانوي,Arterial,تحت الصيانة,Under Maintenance,0.5073030664768409,الرياض
535,الزلفي / الغاط,رئيسي,Main,مفرد,Single,وزارة النقل,MOT,ثانوي,Arterial,تحت الصيانة,Under Maintenance,2.1845740918447794,الرياض
535,المجمعة -  الغاط,رئيسي,Main,مزدوج,Double,وزارة النقل,MOT,ثانوي,Arterial,تحت الصيانة,Under Maintenance,4.413941195571194,الرياض
535,المجمعة -  الغاط,رئيسي,Main,مفرد,Single,وزارة النقل,MOT,ثانوي,Arterial,تحت الصيانة,Under Maintenance,0.08603916158910105,الرياض
535,-999,مخرج,Ramp,مخرج او دوار,Exit or Roundabout,وزارة النقل,MOT,ثانوي,Arterial,تحت الصيانة,Under Maintenance,0.700971079916794,الرياض
535,-999,مخرج,Ramp,مخرج او دوار,Exit or Roundabout,وزارة النقل,MOT,ثانوي,Arterial,تحت الصيانة,Under Maintenance,0.6355154384938839,الرياض
535,المجمعة -  الغاط,رئيسي,Main,مزدوج,Double,وزارة النقل,MOT,ثانوي,Arterial,تحت الصيانة,Under Maintenance,0.8470720793690358,الرياض
535,-999,مخرج,Ramp,مخرج او دوار,Exit or Roundabout,وزارة النقل,MOT,ثانوي,Arterial,تحت الصيانة,Under Maintenance,0.02679925229854119,الرياض
535,-999,مخرج,Ramp,مخرج او دوار,Exit or Roundabout,وزارة النقل,MOT,ثانوي,Arterial,تحت الصيانة,Under Maintenance,0.019823101362087144,الرياض
535,-999,رئيسي,Main,مفرد,Single,وزارة النقل,MOT,ثانوي,Arterial,تحت الصيانة,Under Maintenance,0.5097784685305595,الرياض
535,-999,مخرج,Ramp,مخرج او دوار,Exit or Roundabout,وزارة النقل,MOT,ثانوي,Arterial,تحت الصيانة,Under Maintenance,0.07302733591575611,الرياض
535,-999,مخرج,Ramp,مخرج او دوار,Exit or Roundabout,وزارة النقل,MOT,ثانوي,Arterial,تحت الصيانة,Under Maintenance,0.07217156327659827,الرياض
535,طريق الرياض - صلبوخ,رئيسي,Main,مزدوج,Double,وزارة النقل,MOT,ثانوي,Arterial,تحت الصيانة,Under Maintenance,0.8800878740568582,الرياض
535,طريق الرياض - صلبوخ,رئيسي,Main,مفرد,Single,وزارة النقل,MOT,ثانوي,Arterial,تحت الصيانة,Under Maintenance,0.1332497668419924,الرياض
535,طريق الرياض - صلبوخ,رئيسي,Main,مفرد,Single,وزارة النقل,MOT,ثانوي,Arterial,تحت الصيانة,Under Maintenance,0.14488064563829578,الرياض
535,طريق الرياض - صلبوخ,رئيسي,Main,مزدوج,Double,وزارة النقل,MOT,ثانوي,Arterial,تحت الصيانة,Under Maintenance,0.33329595799318895,الرياض
535,طريق الرياض - صلبوخ,رئيسي,Main,مزدوج,Double,وزارة النقل,MOT,ثانوي,Arterial,تحت الصيانة,Under Maintenance,0.3340538501767526,الرياض
535,طريق الرياض - صلبوخ,رئيسي,Main,مزدوج,Double,وزارة النقل,MOT,ثانوي,Arterial,تحت الصيانة,Under Maintenance,0.7793041340873441,الرياض
535,طريق الرياض - صلبوخ,رئيسي,Main,مفرد,Single,وزارة النقل,MOT,ثانوي,Arterial,تحت الصيانة,Under Maintenance,6.8573337460714665,الرياض
535,-999,مخرج,Ramp,مخرج او دوار,Exit or Roundabout,وزارة النقل,MOT,ثانوي,Arterial,تحت الصيانة,Under Maintenance,0.8954735816038497,الرياض
535,المجمعة -  الغاط,رئيسي,Main,مزدوج,Double,وزارة النقل,MOT,ثانوي,Arterial,تحت الصيانة,Under Maintenance,1.5295355914205977,الرياض
535,المجمعة -  الغاط,رئيسي,Main,مفرد,Single,وزارة النقل,MOT,ثانوي,Arterial,تحت الصيانة,Under Maintenance,1.3200581527816282,الرياض
535,المجمعة -  الغاط,رئيسي,Main,مفرد,Single,وزارة النقل,MOT,ثانوي,Arterial,تحت الصيانة,Under Maintenance,0.4009973433589151,الرياض
535,المجمعة -  الغاط,رئيسي,Main,مزدوج,Double,وزارة النقل,MOT,ثانوي,Arterial,تحت الصيانة,Under Maintenance,0.555597838100203,الرياض
535,المجمعة -  الغاط,رئيسي,Main,مفرد,Single,وزارة النقل,MOT,ثانوي,Arterial,تحت الصيانة,Under Maintenance,0.06711693237822641,الرياض
535,-999,رئيسي,Main,مزدوج,Double,وزارة الشؤون البلدية إلى وزارة النقل,MOMRA TO MOT,ثانوي,Arterial,تحت الصيانة,Under Maintenance,0.7906871636596013,الرياض
535,-999,رئيسي,Main,مزدوج,Double,وزارة النقل,MOT,ثانوي,Arterial,تحت الصيانة,Under Maintenance,1.4044841267749222,الرياض
535,طريق الرياض - صلبوخ,رئيسي,Main,مفرد,Single,وزارة النقل,MOT,ثانوي,Arterial,تحت الصيانة,Under Maintenance,0.1085025345062921,الرياض
535,طريق الرياض - صلبوخ,رئيسي,Main,مفرد,Single,وزارة النقل,MOT,ثانوي,Arterial,تحت الصيانة,Under Maintenance,0.4186202131998355,الرياض
535,طريق الرياض - صلبوخ,رئيسي,Main,مزدوج,Double,وزارة النقل,MOT,ثانوي,Arterial,تحت الصيانة,Under Maintenance,0.3488660492476786,الرياض
535,المجمعة -  الغاط,رئيسي,Main,مزدوج,Double,وزارة النقل,MOT,ثانوي,Arterial,تحت الصيانة,Under Maintenance,0.36516112660485234,الرياض
609,-999,مخرج,Ramp,مخرج او دوار,Exit or Roundabout,وزارة النقل,MOT,ثانوي,Arterial,تحت الصيانة,Under Maintenance,0.548152862490045,الشرقية
609,-999,مخرج,Ramp,مخرج او دوار,Exit or Roundabout,وزارة النقل,MOT,ثانوي,Arterial,تحت الصيانة,Under Maintenance,0.0824366736677352,الشرقية
609,-999,مخرج,Ramp,مخرج او دوار,Exit or Roundabout,وزارة النقل,MOT,ثانوي,Arterial,تحت الصيانة,Under Maintenance,0.5451479587481189,الشرقية
609,-999,مخرج,Ramp,مخرج او دوار,Exit or Roundabout,وزارة النقل,MOT,ثانوي,Arterial,تحت الصيانة,Under Maintenance,0.6668398699956075,الشرقية
609,-999,مخرج,Ramp,مخرج او دوار,Exit or Roundabout,وزارة النقل,MOT,ثانوي,Arterial,تحت الصيانة,Under Maintenance,0.6848657939361823,الشرقية
609,-999,مخرج,Ramp,مخرج او دوار,Exit or Roundabout,وزارة النقل,MOT,ثانوي,Arterial,تحت الصيانة,Under Maintenance,0.47689355858782856,الشرقية
609,-999,مخرج,Ramp,مخرج او دوار,Exit or Roundabout,وزارة النقل,MOT,ثانوي,Arterial,تحت الصيانة,Under Maintenance,0.4409132518497406,الشرقية
609,-999,مخرج,Ramp,مخرج او دوار,Exit or Roundabout,وزارة النقل,MOT,ثانوي,Arterial,تحت الصيانة,Under Maintenance,0.4438072063616522,الشرقية
609,-999,مخرج,Ramp,مخرج او دوار,Exit or Roundabout,وزارة النقل,MOT,ثانوي,Arterial,تحت الصيانة,Under Maintenance,0.0628342805736036,الشرقية
7644,-999,مخرج,Ramp,مخرج او دوار,Exit or Roundabout,وزارة النقل,MOT,فرعي,Collector,تحت الصيانة,Under Maintenance,0.543704123416278,الشرقية
7644,-999,مخرج,Ramp,مخرج او دوار,Exit or Roundabout,وزارة النقل,MOT,فرعي,Collector,تحت الصيانة,Under Maintenance,0.04099922578948487,الشرقية
609,-999,مخرج,Ramp,مخرج او دوار,Exit or Roundabout,وزارة النقل,MOT,ثانوي,Arterial,تحت الصيانة,Under Maintenance,0.4898941391739794,الشرقية
609,-999,مخرج,Ramp,مخرج او دوار,Exit or Roundabout,وزارة النقل,MOT,ثانوي,Arterial,تحت الصيانة,Under Maintenance,0.05942827947564458,الشرقية
7644,-999,مخرج,Ramp,مخرج او دوار,Exit or Roundabout,وزارة النقل,MOT,فرعي,Collector,تحت الصيانة,Under Maintenance,0.5014429921441763,الشرقية
7644,-999,مخرج,Ramp,مخرج او دوار,Exit or Roundabout,وزارة النقل,MOT,فرعي,Collector,تحت الصيانة,Under Maintenance,0.04184951656785569,الشرقية
609,-999,مخرج,Ramp,مخرج او دوار,Exit or Roundabout,وزارة النقل,MOT,ثانوي,Arterial,تحت الصيانة,Under Maintenance,0.6825104743938821,الشرقية
609,-999,مخرج,Ramp,مخرج او دوار,Exit or Roundabout,وزارة النقل,MOT,ثانوي,Arterial,تحت الصيانة,Under Maintenance,0.705419811491776,الشرقية
609,-999,مخرج,Ramp,مخرج او دوار,Exit or Roundabout,وزارة النقل,MOT,ثانوي,Arterial,تحت الصيانة,Under Maintenance,0.4606341272033149,الشرقية
