رقم الطريق,اسم الطريق عربي,اتجاه الطريق عربي,اتجاه الطريق انجليزي,التصنيف الهندسي للطريق عربي,التصنيف الهندسي للطريق انجليزي,ملكية الطريق عربي,ملكية الطريق انجليزي,التصنيف الوظيفي للطريق عربي,التصنيف الوظيفي للطريق انجليزي,حالة الطريق عربي,حالة الطريق انجليزي,الطول الهندسي الطريق,المنطقة
4534,-999,رئيسي,Main,مفرد,Single,وزارة النقل,MOT,فرعي,Collector,تحت الصيانة,Under Maintenance,0.4895400496314336,مكة المكرمة
4536,-999,رئيسي,Main,مفرد,Single,وزارة النقل,MOT,فرعي,Collector,تحت الصيانة,Under Maintenance,0.15331227279272436,مكة المكرمة
4537,-999,رئيسي,Main,مفرد,Single,وزارة النقل,MOT,فرعي,Collector,تحت الصيانة,Under Maintenance,0.3429168500881959,مكة المكرمة
4538,-999,رئيسي,Main,مفرد,Single,وزارة النقل,MOT,فرعي,Collector,تحت الصيانة,Under Maintenance,0.12114424327482612,مكة المكرمة
4520,-999,رئيسي,Main,مفرد,Single,وزارة النقل,MOT,فرعي,Collector,تحت الصيانة,Under Maintenance,0.5398121707257919,مكة المكرمة
4524,-999,رئيسي,Main,مفرد,Single,وزارة النقل,MOT,فرعي,Collector,تحت الصيانة,Under Maintenance,0.2621119608022946,مكة المكرمة
4522,-999,رئيسي,Main,مفرد,Single,وزارة النقل,MOT,فرعي,Collector,تحت الصيانة,Under Maintenance,0.1909769595774871,مكة المكرمة
4523,-999,رئيسي,Main,مفرد,Single,وزارة النقل,MOT,فرعي,Collector,تحت الصيانة,Under Maintenance,0.23067398813396175,مكة المكرمة
4516,-999,رئيسي,Main,مفرد,Single,وزارة النقل,MOT,فرعي,Collector,تحت الصيانة,Under Maintenance,0.5179390536487347,مكة المكرمة
4519,-999,رئيسي,Main,مفرد,Single,وزارة النقل,MOT,فرعي,Collector,تحت الصيانة,Under Maintenance,0.2391443261475763,مكة المكرمة
4518,-999,رئيسي,Main,مفرد,Single,وزارة النقل,MOT,فرعي,Collector,تحت الصيانة,Under Maintenance,0.06377062351249739,مكة المكرمة
4517,-999,رئيسي,Main,مفرد,Single,وزارة النقل,MOT,فرعي,Collector,تحت الصيانة,Under Maintenance,0.3948409901833377,مكة المكرمة
4507,-999,رئيسي,Main,مفرد,Single,وزارة النقل,MOT,فرعي,Collector,تحت الصيانة,Under Maintenance,0.5008404687425793,مكة المكرمة
4508,-999,رئيسي,Main,مفرد,Single,وزارة النقل,MOT,فرعي,Collector,تحت الصيانة,Under Maintenance,0.2512902168636466,مكة المكرمة
4509,-999,رئيسي,Main,مفرد,Single,وزارة النقل,MOT,فرعي,Collector,تحت الصيانة,Under Maintenance,0.4489954890100821,مكة المكرمة
4514,-999,رئيسي,Main,مفرد,Single,وزارة النقل,MOT,فرعي,Collector,تحت الصيانة,Under Maintenance,0.36448845979496036,مكة المكرمة
4515,-999,رئيسي,Main,مفرد,Single,وزارة النقل,MOT,فرعي,Collector,تحت الصيانة,Under Maintenance,0.3324983244848413,مكة المكرمة
4510,-999,رئيسي,Main,مفرد,Single,وزارة النقل,MOT,فرعي,Collector,تحت الصيانة,Under Maintenance,0.32684676407991675,مكة المكرمة
4512,-999,رئيسي,Main,مفرد,Single,وزارة النقل,MOT,فرعي,Collector,تحت الصيانة,Under Maintenance,0.2794364775888903,مكة المكرمة
4489,-999,رئيسي,Main,مفرد,Single,وزارة النقل,MOT,فرعي,Collector,تحت الصيانة,Under Maintenance,0.1728985464368364,مكة المكرمة
4488,-999,رئيسي,Main,مفرد,Single,وزارة النقل,MOT,فرعي,Collector,تحت الصيانة,Under Maintenance,0.4075896346174553,مكة المكرمة
4475,-999,رئيسي,Main,مفرد,Single,وزارة النقل,MOT,فرعي,Collector,تحت الصيانة,Under Maintenance,0.1271061937137152,مكة المكرمة
4477,مدخل مواقف 450-44,رئيسي,Main,مفرد,Single,وزارة النقل,MOT,فرعي,Collector,تحت الصيانة,Under Maintenance,0.48337258618678186,مكة المكرمة
4952,-999,رئيسي,Main,مفرد,Single,وزارة النقل,MOT,فرعي,Collector,تحت الصيانة,Under Maintenance,0.9663334847415476,مكة المكرمة
4457,-999,رئيسي,Main,مفرد,Single,وزارة النقل,MOT,فرعي,Collector,تحت الصيانة,Under Maintenance,2.295486691592853,مكة المكرمة
4484,-999,رئيسي,Main,مفرد,Single,وزارة النقل,MOT,فرعي,Collector,تحت الصيانة,Under Maintenance,1.2154293524683903,مكة المكرمة
4483,-999,رئيسي,Main,مفرد,Single,وزارة النقل,MOT,فرعي,Collector,تحت الصيانة,Under Maintenance,0.3146618161808512,مكة المكرمة
4485,-999,رئيسي,Main,مفرد,Single,وزارة النقل,MOT,فرعي,Collector,تحت الصيانة,Under Maintenance,0.5920120161442329,مكة المكرمة
4487,-999,رئيسي,Main,مفرد,Single,وزارة النقل,MOT,فرعي,Collector,تحت الصيانة,Under Maintenance,0.33536908304576285,مكة المكرمة
4480,مدخل مواقف 400-50,رئيسي,Main,مفرد,Single,وزارة النقل,MOT,فرعي,Collector,تحت الصيانة,Under Maintenance,0.9673458785974639,مكة المكرمة
4470,-999,رئيسي,Main,مفرد,Single,وزارة النقل,MOT,فرعي,Collector,تحت الصيانة,Under Maintenance,0.17224907095409941,مكة المكرمة
4497,-999,رئيسي,Main,مفرد,Single,وزارة النقل,MOT,فرعي,Collector,تحت الصيانة,Under Maintenance,1.0874357951477995,مكة المكرمة
4409,طريق الحركة الترددية,رئيسي,Main,مفرد,Single,وزارة النقل,MOT,فرعي,Collector,تحت الصيانة,Under Maintenance,10.852240555457895,مكة المكرمة
4492,-999,رئيسي,Main,مفرد,Single,وزارة النقل,MOT,فرعي,Collector,تحت الصيانة,Under Maintenance,0.3519626752112062,مكة المكرمة
4494,-999,رئيسي,Main,مفرد,Single,وزارة النقل,MOT,فرعي,Collector,تحت الصيانة,Under Maintenance,0.18742335843945307,مكة المكرمة
4495,-999,رئيسي,Main,مفرد,Single,وزارة النقل,MOT,فرعي,Collector,تحت الصيانة,Under Maintenance,0.05970441252287922,مكة المكرمة
4775,-999,رئيسي,Main,مفرد,Single,وزارة النقل,MOT,فرعي,Collector,تحت الصيانة,Under Maintenance,0.21405022363250853,مكة المكرمة
4364,-999,رئيسي,Main,مفرد,Single,وزارة النقل,MOT,فرعي,Collector,تحت الصيانة,Under Maintenance,1.1409860459621832,مكة المكرمة
4369,-999,رئيسي,Main,مفرد,Single,وزارة النقل,MOT,فرعي,Collector,تحت الصيانة,Under Maintenance,13.502845184810589,مكة المكرمة
4375,-999,رئيسي,Main,مفرد,Single,وزارة النقل,MOT,فرعي,Collector,تحت الصيانة,Under Maintenance,9.716907047205169,مكة المكرمة
4373,طويرق,رئيسي,Main,مفرد,Single,وزارة النقل,MOT,فرعي,Collector,تحت الصيانة,Under Maintenance,1.3177728012146117,مكة المكرمة
4374,طويرق,رئيسي,Main,مفرد,Single,وزارة النقل,MOT,فرعي,Collector,تحت الصيانة,Under Maintenance,2.4466406936893805,مكة المكرمة
4380,-999,رئيسي,Main,مفرد,Single,وزارة النقل,MOT,فرعي,Collector,تحت الصيانة,Under Maintenance,3.8837346367731933,مكة المكرمة
4404,حراض / المطارفه/ الجفيف / ابو عشر,رئيسي,Main,مفرد,Single,وزارة النقل,MOT,فرعي,Collector,تحت الصيانة,Under Maintenance,32.37799565101548,مكة المكرمة
4407,-999,رئيسي,Main,مفرد,Single,وزارة النقل,MOT,فرعي,Collector,تحت الصيانة,Under Maintenance,3.9128143729092106,مكة المكرمة
4408,المسلط,رئيسي,Main,مفرد,Single,وزارة النقل,MOT,فرعي,Collector,تحت الصيانة,Under Maintenance,1.3242673983027025,مكة المكرمة
4416,وصلة الميزان الشامية,رئيسي,Main,مفرد,Single,وزارة النقل,MOT,فرعي,Collector,تحت الصيانة,Under Maintenance,0.47645964712818123,مكة المكرمة
4421,-999,رئيسي,Main,مفرد,Single,وزارة النقل,MOT,فرعي,Collector,تحت الصيانة,Under Maintenance,0.8443851760388869,مكة المكرمة
4428,-999,رئيسي,Main,مفرد,Single,وزارة النقل,MOT,فرعي,Collector,تحت الصيانة,Under Maintenance,11.001672902716157,مكة المكرمة
4443,وصلة حقال / ربوع العين,رئيسي,Main,مفرد,Single,وزارة النقل,MOT,فرعي,Collector,تحت الصيانة,Under Maintenance,7.546700489777126,مكة المكرمة
4472,-999,رئيسي,Main,مفرد,Single,وزارة النقل,MOT,فرعي,Collector,تحت الصيانة,Under Maintenance,1.3026030871033176,مكة المكرمة
4458,-999,رئيسي,Main,مفرد,Single,وزارة النقل,MOT,فرعي,Collector,تحت الصيانة,Under Maintenance,0.6087199378395419,مكة المكرمة
4451,-999,رئيسي,Main,مفرد,Single,وزارة النقل,MOT,فرعي,Collector,تحت الصيانة,Under Maintenance,1.7359968103775216,مكة المكرمة
4438,شارع 305,رئيسي,Main,مفرد,Single,وزارة النقل,MOT,فرعي,Collector,تحت الصيانة,Under Maintenance,4.3356466198772905,مكة المكرمة
4953,نهاية طريق 4942,رئيسي,Main,مفرد,Single,وزارة النقل,MOT,فرعي,Collector,تحت الصيانة,Under Maintenance,1.9748495363587815,مكة المكرمة
4493,طريق سولا,رئيسي,Main,مفرد,Single,وزارة النقل,MOT,فرعي,Collector,تحت الصيانة,Under Maintenance,1.8967433534883873,مكة المكرمة
4657,طريق المضيق,رئيسي,Main,مفرد,Single,وزارة النقل,MOT,فرعي,Collector,تحت الصيانة,Under Maintenance,3.816097272765025,مكة المكرمة
4654,طريق طرفة,رئيسي,Main,مفرد,Single,وزارة النقل,MOT,فرعي,Collector,تحت الصيانة,Under Maintenance,2.0204812440356883,مكة المكرمة
4652,مدخل سد الجموم,رئيسي,Main,مفرد,Single,وزارة النقل,MOT,فرعي,Collector,تحت الصيانة,Under Maintenance,2.382485787029027,مكة المكرمة
4642,متفرع من عين الشمس,رئيسي,Main,مفرد,Single,وزارة النقل,MOT,فرعي,Collector,تحت الصيانة,Under Maintenance,1.493961358872898,مكة المكرمة
4554,طريق عبيال,رئيسي,Main,مفرد,Single,وزارة النقل,MOT,فرعي,Collector,تحت الصيانة,Under Maintenance,0.7240075649427331,مكة المكرمة
4555,طريق عديله,رئيسي,Main,مفرد,Single,وزارة النقل,MOT,فرعي,Collector,تحت الصيانة,Under Maintenance,5.026807204018271,مكة المكرمة
4563,طريق (1 -1),رئيسي,Main,مفرد,Single,وزارة النقل,MOT,فرعي,Collector,تحت الصيانة,Under Maintenance,1.5697165328873663,مكة المكرمة
4564,طريق (1 -2),رئيسي,Main,مفرد,Single,وزارة النقل,MOT,فرعي,Collector,تحت الصيانة,Under Maintenance,1.5809120713168745,مكة المكرمة
4565,طريق اليعاسيب,رئيسي,Main,مفرد,Single,وزارة النقل,MOT,فرعي,Collector,تحت الصيانة,Under Maintenance,5.696582454669435,مكة المكرمة
4578,طريق الحياة الفطريه,رئيسي,Main,مفرد,Single,وزارة النقل,MOT,فرعي,Collector,تحت الصيانة,Under Maintenance,6.45386320033701,مكة المكرمة
4586,طريق الودنه,رئيسي,Main,مفرد,Single,وزارة النقل,MOT,فرعي,Collector,تحت الصيانة,Under Maintenance,1.717938317248417,مكة المكرمة
4596,طريق غرب عشيره,رئيسي,Main,مفرد,Single,وزارة النقل,MOT,فرعي,Collector,تحت الصيانة,Under Maintenance,9.786409115557257,مكة المكرمة
4605,طريق الفج,رئيسي,Main,مفرد,Single,وزارة النقل,MOT,فرعي,Collector,تحت الصيانة,Under Maintenance,7.198676704933564,مكة المكرمة
4731,طريق ميقات الجحفه,رئيسي,Main,مزدوج,Double,وزارة النقل,MOT,فرعي,Collector,تحت الصيانة,Under Maintenance,8.513668047769203,مكة المكرمة
4607,استكمال الهدا / ليكا,رئيسي,Main,مفرد,Single,وزارة النقل,MOT,فرعي,Collector,تحت الصيانة,Under Maintenance,6.312861046588765,مكة المكرمة
4384,-999,رئيسي,Main,مفرد,Single,وزارة النقل,MOT,فرعي,Collector,تحت الصيانة,Under Maintenance,2.0186318215216805,مكة المكرمة
4768,طريق جذم الفراع,رئيسي,Main,مفرد,Single,وزارة النقل,MOT,فرعي,Collector,تحت الصيانة,Under Maintenance,7.147233370259843,مكة المكرمة
4609,-999,رئيسي,Main,مفرد,Single,وزارة النقل,MOT,فرعي,Collector,تحت الصيانة,Under Maintenance,3.894987431804412,مكة المكرمة
4610,-999,رئيسي,Main,مفرد,Single,وزارة النقل,MOT,فرعي,Collector,تحت الصيانة,Under Maintenance,6.71689267429744,مكة المكرمة
4615,طريق المرشديه,رئيسي,Main,مفرد,Single,وزارة النقل,MOT,فرعي,Collector,تحت الصيانة,Under Maintenance,4.77227524791726,مكة المكرمة
4627,طريق ابو شعيب,رئيسي,Main,مفرد,Single,وزارة النقل,MOT,فرعي,Collector,تحت الصيانة,Under Maintenance,2.167293179848003,مكة المكرمة
4712,طريق القعور,رئيسي,Main,مفرد,Single,وزارة الشؤون البلدية إلى وزارة النقل,MOMRA TO MOT,فرعي,Collector,تحت الصيانة,Under Maintenance,3.4197378580249507,مكة المكرمة
4841,طريق البو,رئيسي,Main,مفرد,Single,وزارة النقل,MOT,فرعي,Collector,تحت الصيانة,Under Maintenance,1.267945279858472,مكة المكرمة
4382,-999,رئيسي,Main,مزدوج,Double,وزارة النقل,MOT,فرعي,Collector,تحت الصيانة,Under Maintenance,6.121694067397243,مكة المكرمة
5644,طريق القاعده,رئيسي,Main,مفرد,Single,وزارة النقل,MOT,فرعي,Collector,تحت الصيانة,Under Maintenance,1.395770106183194,مكة المكرمة
4764,الفج / السهم,رئيسي,Main,مفرد,Single,وزارة النقل,MOT,فرعي,Collector,تحت الصيانة,Under Maintenance,1.9971098208296485,مكة المكرمة
4776,-999,رئيسي,Main,مفرد,Single,وزارة النقل,MOT,فرعي,Collector,تحت الصيانة,Under Maintenance,0.6716545568417809,مكة المكرمة
4613,وصلة القطان,رئيسي,Main,مفرد,Single,وزارة النقل,MOT,فرعي,Collector,تحت الصيانة,Under Maintenance,6.315636543906059,مكة المكرمة
4377,مغنية / حجر,رئيسي,Main,مفرد,Single,وزارة النقل,MOT,فرعي,Collector,تحت الصيانة,Under Maintenance,12.094991691129293,مكة المكرمة
4363,نمران,رئيسي,Main,مفرد,Single,وزارة النقل,MOT,فرعي,Collector,تحت الصيانة,Under Maintenance,0.06222547959465963,مكة المكرمة
4363,نمران,رئيسي,Main,مفرد,Single,وزارة النقل,MOT,فرعي,Collector,تحت الصيانة,Under Maintenance,18.85356438630298,مكة المكرمة
4363,نمران,رئيسي,Main,مفرد,Single,وزارة النقل,MOT,فرعي,Collector,تحت الصيانة,Under Maintenance,23.952321178052586,مكة المكرمة
4365,الجضع البرزة,رئيسي,Main,مفرد,Single,وزارة النقل,MOT,فرعي,Collector,تحت الصيانة,Under Maintenance,27.9922761181347,مكة المكرمة
4365,-999,رئيسي,Main,مفرد,Single,وزارة النقل,MOT,فرعي,Collector,تحت الصيانة,Under Maintenance,4.115271010309877,مكة المكرمة
4366,طريق خليص - الحنو,رئيسي,Main,مفرد,Single,وزارة النقل,MOT,فرعي,Collector,تحت الصيانة,Under Maintenance,38.15145880203448,مكة المكرمة
4371,طويرق,رئيسي,Main,مفرد,Single,وزارة النقل,MOT,فرعي,Collector,تحت الصيانة,Under Maintenance,3.798490750297738,مكة المكرمة
4371,طويرق,رئيسي,Main,مفرد,Single,وزارة النقل,MOT,فرعي,Collector,تحت الصيانة,Under Maintenance,4.718140785447961,مكة المكرمة
4371,طويرق,رئيسي,Main,مفرد,Single,وزارة النقل,MOT,فرعي,Collector,تحت الصيانة,Under Maintenance,8.449299719138963,مكة المكرمة
4372,طويرق,رئيسي,Main,مفرد,Single,وزارة النقل,MOT,فرعي,Collector,تحت الصيانة,Under Maintenance,0.39868453156614264,مكة المكرمة
4377,مغنية - حجر,رئيسي,Main,مفرد,Single,وزارة النقل,MOT,فرعي,Collector,تحت الصيانة,Under Maintenance,14.60123840602049,مكة المكرمة
4377,مغنية - حجر,رئيسي,Main,مفرد,Single,وزارة النقل,MOT,فرعي,Collector,تحت الصيانة,Under Maintenance,25.460908712793213,مكة المكرمة
4388,طريق جبل البوا - حقال - الفحو,رئيسي,Main,مفرد,Single,وزارة النقل,MOT,فرعي,Collector,تحت الصيانة,Under Maintenance,12.027371040572366,مكة المكرمة
4388,طريق جبل البوا - حقال - الفحو,رئيسي,Main,مفرد,Single,وزارة النقل,MOT,فرعي,Collector,تحت الصيانة,Under Maintenance,15.041261789067857,مكة المكرمة
4388,طريق جبل البوا - حقال - الفحو,رئيسي,Main,مفرد,Single,وزارة النقل,MOT,فرعي,Collector,تحت الصيانة,Under Maintenance,1.7244224096224174,مكة المكرمة
4397,-999,رئيسي,Main,مفرد,Single,وزارة النقل,MOT,فرعي,Collector,تحت التنفيذ,Under Construction,15.230950828880678,الباحة
4410,طريق حضن,رئيسي,Main,مزدوج,Double,وزارة النقل,MOT,فرعي,Collector,تحت الصيانة,Under Maintenance,0.34927609203196236,مكة المكرمة
4410,طريق حضن,رئيسي,Main,مفرد,Single,وزارة النقل,MOT,فرعي,Collector,تحت الصيانة,Under Maintenance,49.21637009765403,مكة المكرمة
4410,طريق حضن,رئيسي,Main,مزدوج,Double,وزارة النقل,MOT,فرعي,Collector,تحت الصيانة,Under Maintenance,0.1105917808837547,مكة المكرمة
4411,السويد بفروعها,رئيسي,Main,مفرد,Single,وزارة النقل,MOT,فرعي,Collector,تحت الصيانة,Under Maintenance,10.512167859753433,مكة المكرمة
4415,-999,رئيسي,Main,مفرد,Single,وزارة النقل,MOT,فرعي,Collector,تحت الصيانة,Under Maintenance,25.03258942342361,مكة المكرمة
4417,-999,رئيسي,Main,مفرد,Single,وزارة النقل,MOT,فرعي,Collector,تحت الصيانة,Under Maintenance,13.59006156125677,مكة المكرمة
4420,عشيرة المحاني,رئيسي,Main,مزدوج,Double,وزارة النقل,MOT,فرعي,Collector,تحت الصيانة,Under Maintenance,0.4592204112008789,مكة المكرمة
4420,عشيرة المحاني,رئيسي,Main,مفرد,Single,وزارة النقل,MOT,فرعي,Collector,تحت الصيانة,Under Maintenance,16.326244822908343,مكة المكرمة
4420,عشيرة المحاني,رئيسي,Main,مفرد,Single,وزارة النقل,MOT,فرعي,Collector,تحت الصيانة,Under Maintenance,47.720903447773004,مكة المكرمة
4420,عشيرة المحاني,رئيسي,Main,مفرد,Single,وزارة النقل,MOT,فرعي,Collector,تحت الصيانة,Under Maintenance,19.989007661120198,مكة المكرمة
4420,عشيرة المحاني,رئيسي,Main,مفرد,Single,وزارة النقل,MOT,فرعي,Collector,تحت الصيانة,Under Maintenance,1.0860700702125887,مكة المكرمة
4420,عشيرة المحاني,رئيسي,Main,مفرد,Single,وزارة النقل,MOT,فرعي,Collector,تحت الصيانة,Under Maintenance,0.8039927483738711,مكة المكرمة
4420,عشيرة المحاني,رئيسي,Main,مفرد,Single,وزارة النقل,MOT,فرعي,Collector,تحت الصيانة,Under Maintenance,0.904423424312487,مكة المكرمة
4420,عشيرة المحاني,رئيسي,Main,مفرد,Single,وزارة النقل,MOT,فرعي,Collector,تحت الصيانة,Under Maintenance,0.1000016310740835,مكة المكرمة
4420,عشيرة المحاني,رئيسي,Main,مفرد,Single,وزارة النقل,MOT,فرعي,Collector,تحت الصيانة,Under Maintenance,12.990938933830812,مكة المكرمة
4420,عشيرة المحاني,رئيسي,Main,مفرد,Single,وزارة النقل,MOT,فرعي,Collector,تحت الصيانة,Under Maintenance,6.825799781618883,مكة المكرمة
4440,-999,رئيسي,Main,مفرد,Single,وزارة الشؤون البلدية إلى وزارة النقل,MOMRA TO MOT,فرعي,Collector,تحت الصيانة,Under Maintenance,3.1339077364301606,مكة المكرمة
4440,-999,رئيسي,Main,مفرد,Single,وزارة الشؤون البلدية إلى وزارة النقل,MOMRA TO MOT,فرعي,Collector,تحت الصيانة,Under Maintenance,2.6436390099610625,مكة المكرمة
4440,طريق ام الدوم,رئيسي,Main,مفرد,Single,وزارة النقل,MOT,فرعي,Collector,تحت الصيانة,Under Maintenance,31.316283151264937,مكة المكرمة
4445,طريق مران,رئيسي,Main,مفرد,Single,وزارة الشؤون البلدية إلى وزارة النقل,MOMRA TO MOT,فرعي,Collector,تحت الصيانة,Under Maintenance,1.9121017326370524,مكة المكرمة
4446,طريق الدغميه,رئيسي,Main,مفرد,Single,وزارة الشؤون البلدية إلى وزارة النقل,MOMRA TO MOT,فرعي,Collector,تحت الصيانة,Under Maintenance,1.0149119273776201,مكة المكرمة
4448,طريق الملك فهد 68,رئيسي,Main,مفرد,Single,وزارة النقل,MOT,فرعي,Collector,تحت الصيانة,Under Maintenance,9.778965557112405,مكة المكرمة
4448,طريق الملك فهد 68,رئيسي,Main,مفرد,Single,وزارة النقل,MOT,فرعي,Collector,تحت الصيانة,Under Maintenance,6.557043592273365,مكة المكرمة
4455,-999,رئيسي,Main,مزدوج,Double,وزارة النقل,MOT,فرعي,Collector,تحت الصيانة,Under Maintenance,0.2367644095741573,مكة المكرمة
4491,-999,رئيسي,Main,مزدوج,Double,وزارة النقل,MOT,فرعي,Collector,تحت الصيانة,Under Maintenance,0.5141219016515987,مكة المكرمة
4491,-999,رئيسي,Main,مفرد,Single,وزارة النقل,MOT,فرعي,Collector,تحت الصيانة,Under Maintenance,0.5157473180605859,مكة المكرمة
4553,طريق قاعس,رئيسي,Main,مفرد,Single,وزارة النقل,MOT,فرعي,Collector,تحت الصيانة,Under Maintenance,3.268222656851955,مكة المكرمة
4553,طريق قاعس,رئيسي,Main,مفرد,Single,وزارة النقل,MOT,فرعي,Collector,تحت الصيانة,Under Maintenance,1.3035143370935343,مكة المكرمة
4556,طريق المجارده,رئيسي,Main,مفرد,Single,وزارة النقل,MOT,فرعي,Collector,تحت الصيانة,Under Maintenance,3.7250168628703593,مكة المكرمة
4556,طريق المجارده,رئيسي,Main,مفرد,Single,وزارة النقل,MOT,فرعي,Collector,تحت الصيانة,Under Maintenance,2.9764021833219485,مكة المكرمة
4562,طريق بلحليس,رئيسي,Main,مفرد,Single,وزارة النقل,MOT,فرعي,Collector,تحت الصيانة,Under Maintenance,1.4787899670466154,مكة المكرمة
4562,طريق بلحليس,رئيسي,Main,مفرد,Single,وزارة النقل,MOT,فرعي,Collector,تحت الصيانة,Under Maintenance,2.309199095098417,مكة المكرمة
4585,طريق عشيره - مكتن,رئيسي,Main,مفرد,Single,وزارة النقل,MOT,فرعي,Collector,تحت الصيانة,Under Maintenance,1.033113471598501,مكة المكرمة
4585,طريق عشيره - مكتن,رئيسي,Main,مفرد,Single,وزارة النقل,MOT,فرعي,Collector,تحت الصيانة,Under Maintenance,0.964268271729319,مكة المكرمة
4585,طريق عشيره - مكتن,رئيسي,Main,مفرد,Single,وزارة النقل,MOT,فرعي,Collector,تحت الصيانة,Under Maintenance,5.956948054714593,مكة المكرمة
4589,الفريع - المحاني,رئيسي,Main,مفرد,Single,وزارة النقل,MOT,فرعي,Collector,تحت الصيانة,Under Maintenance,16.143908004542208,مكة المكرمة
4589,الفريع - المحاني,رئيسي,Main,مفرد,Single,وزارة النقل,MOT,فرعي,Collector,تحت الصيانة,Under Maintenance,0.3049124775234495,مكة المكرمة
4711,قاع جلال,رئيسي,Main,مفرد,Single,وزارة النقل,MOT,فرعي,Collector,تحت الصيانة,Under Maintenance,1.230881837474378,مكة المكرمة
4620,طريق حدا - الجموم,رئيسي,Main,مزدوج,Double,وزارة الشؤون البلدية إلى وزارة النقل,MOMRA TO MOT,فرعي,Collector,تحت الصيانة,Under Maintenance,1.2303225655552241,مكة المكرمة
4620,طريق حدا - الجموم,رئيسي,Main,مزدوج,Double,وزارة النقل,MOT,فرعي,Collector,تحت الصيانة,Under Maintenance,12.439245642773656,مكة المكرمة
4620,طريق حدا - الجموم,رئيسي,Main,مزدوج,Double,وزارة النقل,MOT,فرعي,Collector,تحت الصيانة,Under Maintenance,1.9258896786528894,مكة المكرمة
4625,طريق زيني,رئيسي,Main,مفرد,Single,وزارة النقل,MOT,فرعي,Collector,تحت الصيانة,Under Maintenance,1.478155386103574,مكة المكرمة
4625,طريق زيني,رئيسي,Main,مفرد,Single,وزارة النقل,MOT,فرعي,Collector,تحت الصيانة,Under Maintenance,1.4314890190252194,مكة المكرمة
4632,النواريه - جعرانه,رئيسي,Main,مفرد,Single,وزارة النقل,MOT,فرعي,Collector,تحت الصيانة,Under Maintenance,13.65792360487528,مكة المكرمة
4640,طريق عين الشمس,رئيسي,Main,مفرد,Single,وزارة النقل,MOT,فرعي,Collector,تحت الصيانة,Under Maintenance,4.619972633980417,مكة المكرمة
4640,طريق عين الشمس,رئيسي,Main,مفرد,Single,وزارة النقل,MOT,فرعي,Collector,تحت الصيانة,Under Maintenance,7.136356286633301,مكة المكرمة
4650,طريق الجموم - الزيما,رئيسي,Main,مزدوج,Double,وزارة النقل,MOT,فرعي,Collector,تحت الصيانة,Under Maintenance,2.5482690463958417,مكة المكرمة
4650,-999,رئيسي,Main,مزدوج,Double,وزارة النقل,MOT,فرعي,Collector,تحت الصيانة,Under Maintenance,7.957020876515786,مكة المكرمة
4650,-999,رئيسي,Main,مزدوج,Double,وزارة النقل,MOT,فرعي,Collector,تحت الصيانة,Under Maintenance,13.92162054387301,مكة المكرمة
4650,-999,رئيسي,Main,مفرد,Single,وزارة النقل,MOT,فرعي,Collector,تحت الصيانة,Under Maintenance,7.130043707339356,مكة المكرمة
4650,-999,رئيسي,Main,مزدوج,Double,وزارة النقل,MOT,فرعي,Collector,تحت الصيانة,Under Maintenance,0.6447561304298264,مكة المكرمة
4650,-999,رئيسي,Main,مزدوج,Double,وزارة النقل,MOT,فرعي,Collector,تحت الصيانة,Under Maintenance,3.8340525505853464,مكة المكرمة
4650,-999,رئيسي,Main,مفرد,Single,وزارة النقل,MOT,فرعي,Collector,تحت الصيانة,Under Maintenance,5.1402797410447985,مكة المكرمة
4650,-999,رئيسي,Main,مفرد,Single,وزارة النقل,MOT,فرعي,Collector,تحت الصيانة,Under Maintenance,12.770601332237854,مكة المكرمة
4650,-999,رئيسي,Main,مزدوج,Double,وزارة النقل,MOT,فرعي,Collector,تحت الصيانة,Under Maintenance,0.5848942814975672,مكة المكرمة
4650,-999,رئيسي,Main,مفرد,Single,وزارة النقل,MOT,فرعي,Collector,تحت الصيانة,Under Maintenance,3.025092000903383,مكة المكرمة
4700,-999,رئيسي,Main,مزدوج,Double,وزارة الشؤون البلدية إلى وزارة النقل,MOMRA TO MOT,فرعي,Collector,تحت الصيانة,Under Maintenance,8.069934457757693,مكة المكرمة
4700,-999,رئيسي,Main,مفرد,Single,وزارة النقل,MOT,فرعي,Collector,تحت الصيانة,Under Maintenance,13.650620674286182,مكة المكرمة
4700,طريق الجموم - صعبر,رئيسي,Main,مزدوج,Double,وزارة الشؤون البلدية إلى وزارة النقل,MOMRA TO MOT,فرعي,Collector,تحت الصيانة,Under Maintenance,12.862711248142153,مكة المكرمة
4700,-999,رئيسي,Main,مفرد,Single,وزارة النقل,MOT,فرعي,Collector,تحت الصيانة,Under Maintenance,7.522450959650185,مكة المكرمة
4700,طريق الجموم - صعبر,رئيسي,Main,مزدوج,Double,وزارة الشؤون البلدية إلى وزارة النقل,MOMRA TO MOT,فرعي,Collector,تحت الصيانة,Under Maintenance,9.168372792203346,مكة المكرمة
4700,طريق الجموم - صعبر,رئيسي,Main,مزدوج,Double,وزارة الشؤون البلدية إلى وزارة النقل,MOMRA TO MOT,فرعي,Collector,تحت الصيانة,Under Maintenance,2.3480522253016836,مكة المكرمة
4700,-999,رئيسي,Main,مزدوج,Double,وزارة النقل,MOT,فرعي,Collector,تحت الصيانة,Under Maintenance,1.6694431108920662,مكة المكرمة
